"indicationgroupid","indicationid"
"312","75914"
"312","82114"
"312","83334"
"312","83874"
"312","83884"
"312","83894"
"312","85444"
"312","86144"
"312","87424"
"312","87444"
"312","88254"
"312","92304"
"313","2693"
"313","17154"
"313","17354"
"313","28424"
"313","30054"
"313","33144"
"313","33354"
"313","33364"
"313","33414"
"313","37644"
"313","37744"
"313","37754"
"313","37764"
"313","37834"
"313","37844"
"313","37874"
"313","76564"
"313","78394"
"313","78824"
"313","79944"
"313","87444"
"313","87824"
"313","89024"
"313","92304"
"314","954"
"314","5861"
"314","26914"
"314","28813"
"314","33204"
"314","33394"
"314","42914"
"314","55341"
"314","58774"
"314","59814"
"314","64134"
"314","68064"
"314","70074"
"314","80594"
"314","82114"
"314","82944"
"314","84364"
"314","87444"
"314","90734"
"317","13204"
"317","13974"
"317","33334"
"317","61834"
"317","67934"
"317","69834"
"317","74344"
"317","82864"
"317","83454"
"317","83464"
"317","89374"
"317","89384"
"317","91864"
"317","91874"
"317","91914"
"318","2784"
"319","2844"
"319","74484"
"321","2791"
"321","2974"
"321","9353"
"321","60184"
"322","854"
"322","4874"
"322","5834"
"322","5844"
"322","10963"
"322","22974"
"322","25674"
"322","41404"
"322","43974"
"322","61904"
"322","62114"
"322","66914"
"322","72664"
"322","78424"
"322","89274"
"322","91924"
"322","91934"
"323","16814"
"323","16824"
"323","17514"
"323","26244"
"323","34874"
"323","53201"
"323","71694"
"323","81344"
"324","4134"
"324","71584"
"325","3504"
"325","35224"
"325","37424"
"325","37654"
"325","37914"
"325","37934"
"325","39834"
"325","73904"
"325","79934"
"325","89014"
"326","4544"
"326","5004"
"326","28404"
"326","33734"
"326","37444"
"326","37654"
"326","37914"
"326","37934"
"326","38014"
"326","40194"
"326","67494"
"326","67874"
"326","70114"
"326","79934"
"326","80084"
"327","10772"
"327","17154"
"327","17354"
"327","19223"
"327","19243"
"327","30314"
"327","82494"
"327","86864"
"327","90924"
"329","28814"
"329","33064"
"329","36734"
"329","61354"
"329","72104"
"329","72114"
"329","72144"
"329","79494"
"329","80144"
"329","86314"
"329","89554"
"331","6431"
"331","27013"
"331","31954"
"331","33354"
"331","35534"
"331","39834"
"331","74214"
"331","79204"
"332","33184"
"332","33344"
"333","20964"
"333","23794"
"333","33724"
"333","33734"
"333","37654"
"333","37914"
"333","67674"
"333","68034"
"333","79754"
"333","86814"
"335","194"
"335","70304"
"335","80074"
"336","29854"
"336","38724"
"337","23194"
"338","3334"
"338","18814"
"338","22754"
"338","26574"
"338","33684"
"338","33704"
"338","36854"
"338","37664"
"338","41624"
"338","42244"
"338","74904"
"338","91954"
"344","33564"
"344","44344"
"344","70574"
"344","74234"
"344","74844"
"344","79654"
"344","79874"
"344","83944"
"344","83964"
"344","89244"
"345","18543"
"345","31334"
"345","69604"
"346","4204"
"347","4414"
"347","8654"
"347","16823"
"347","24594"
"347","33534"
"347","78994"
"348","37344"
"348","37444"
"348","38024"
"348","68004"
"351","5841"
"351","5861"
"351","22454"
"351","24124"
"351","24154"
"351","26013"
"351","26283"
"351","28813"
"351","29783"
"351","33354"
"351","37114"
"351","37644"
"351","37744"
"351","37754"
"351","37764"
"351","37784"
"351","37794"
"351","39734"
"351","44754"
"351","58164"
"351","58344"
"351","68074"
"351","68334"
"351","68654"
"351","70064"
"351","70704"
"351","75624"
"351","76574"
"351","78364"
"351","78824"
"351","79204"
"351","79944"
"351","79954"
"351","82154"
"351","83204"
"351","84664"
"351","86974"
"351","86984"
"351","87824"
"353","3171"
"353","17314"
"353","17344"
"353","23734"
"353","23744"
"353","33974"
"353","34894"
"353","43054"
"353","43534"
"353","58814"
"353","60654"
"353","62854"
"353","64124"
"353","69984"
"353","70254"
"353","79624"
"353","80584"
"353","82474"
"353","84434"
"353","84444"
"353","85214"
"353","85224"
"353","85614"
"353","86834"
"353","86884"
"353","87224"
"353","87234"
"353","87634"
"353","90664"
"353","90674"
"353","92364"
"353","92404"
"354","29054"
"354","58274"
"354","59884"
"354","80814"
"355","33664"
"355","34074"
"355","34084"
"355","37544"
"355","44744"
"355","68394"
"355","74224"
"355","75804"
"355","75814"
"355","76064"
"355","78384"
"355","79254"
"355","80674"
"355","87664"
"356","3054"
"356","17434"
"356","17794"
"356","17804"
"356","17834"
"356","17854"
"356","30844"
"356","30854"
"356","33914"
"356","90644"
"357","39544"
"357","71344"
"357","89174"
"358","17054"
"361","16554"
"361","38094"
"361","38154"
"361","38194"
"361","38214"
"361","43784"
"361","47562"
"361","68134"
"361","68294"
"361","68394"
"361","71494"
"361","75824"
"362","2104"
"362","5923"
"362","16984"
"362","16994"
"362","20924"
"362","29533"
"362","30144"
"362","34264"
"362","35524"
"362","37624"
"362","43804"
"362","66334"
"362","73934"
"362","73944"
"362","79024"
"362","84004"
"362","86224"
"363","6624"
"363","13044"
"363","22854"
"363","22864"
"363","37674"
"363","38094"
"363","38134"
"363","65904"
"363","68394"
"363","69044"
"363","74244"
"363","76604"
"363","79834"
"363","79884"
"363","82224"
"363","86994"
"363","87004"
"363","87014"
"364","25353"
"365","5593"
"365","11204"
"365","71294"
"368","2284"
"368","2534"
"368","13214"
"368","70994"
"370","2104"
"370","2174"
"370","5753"
"370","9024"
"370","16984"
"370","16994"
"370","20924"
"370","25503"
"370","29304"
"370","29314"
"370","30134"
"370","30144"
"370","31063"
"370","34264"
"370","35774"
"370","36794"
"370","37624"
"370","42174"
"370","43804"
"370","53971"
"370","57394"
"370","62894"
"370","63444"
"370","66924"
"370","67244"
"370","67414"
"370","70314"
"370","71064"
"370","71164"
"370","73934"
"370","73944"
"370","74554"
"370","74574"
"370","79024"
"370","80724"
"370","82744"
"370","82754"
"370","84704"
"370","86204"
"370","86904"
"370","91704"
"370","91814"
"371","2104"
"371","5753"
"371","17401"
"371","20924"
"371","30404"
"371","31063"
"371","34264"
"371","43604"
"371","44964"
"371","57394"
"371","57914"
"371","62894"
"371","70924"
"371","73934"
"371","73944"
"371","74764"
"371","76634"
"371","79024"
"371","80744"
"371","81094"
"371","83924"
"371","84704"
"371","86204"
"371","87574"
"376","30804"
"377","2144"
"377","16611"
"377","18074"
"377","20844"
"377","20864"
"377","25872"
"377","27604"
"377","34294"
"377","34324"
"377","57364"
"377","57764"
"377","58634"
"377","59174"
"377","60774"
"377","60934"
"377","61774"
"377","61784"
"377","62894"
"377","63464"
"377","63474"
"377","67394"
"377","67404"
"377","67434"
"377","69914"
"377","70834"
"377","74364"
"377","74374"
"377","74384"
"377","74544"
"377","74564"
"377","74714"
"377","75254"
"377","76664"
"377","77354"
"377","77814"
"377","78574"
"377","79744"
"377","80424"
"377","80734"
"377","81204"
"377","81214"
"377","83214"
"377","84324"
"377","85494"
"377","86204"
"377","88814"
"377","88824"
"377","91434"
"378","5694"
"378","30284"
"378","34734"
"378","66784"
"378","92264"
"379","19734"
"379","19834"
"379","19844"
"379","29404"
"379","69394"
"379","69404"
"379","69424"
"379","83644"
"379","92174"
"379","92184"
"380","1934"
"380","6824"
"380","20874"
"380","23754"
"380","24414"
"380","24434"
"380","34194"
"380","34204"
"380","34444"
"380","34754"
"380","34764"
"380","34774"
"380","62024"
"380","62034"
"380","62744"
"380","62754"
"380","62764"
"380","78964"
"380","87524"
"380","87534"
"380","91054"
"381","34394"
"381","34654"
"381","78494"
"382","18354"
"382","20464"
"382","20831"
"382","28054"
"382","28394"
"382","30254"
"382","35074"
"382","35084"
"382","35094"
"382","35544"
"382","35554"
"382","41854"
"382","44914"
"382","58104"
"382","60354"
"382","62504"
"382","63424"
"382","64474"
"382","69764"
"382","74454"
"382","76464"
"382","76614"
"382","76624"
"382","80024"
"382","80034"
"382","80564"
"383","23984"
"383","66954"
"383","81184"
"383","81194"
"384","9614"
"384","19854"
"384","19864"
"385","6244"
"385","26754"
"385","30564"
"385","30574"
"385","30754"
"385","69824"
"385","70654"
"385","74414"
"385","80334"
"385","80344"
"385","86894"
"386","444"
"386","60204"
"387","20694"
"387","26764"
"387","85534"
"387","85544"
"387","92084"
"388","66534"
"389","1024"
"389","3124"
"389","5364"
"389","6654"
"389","21914"
"390","6654"
"390","21954"
"391","19824"
"391","24734"
"392","19764"
"392","19794"
"392","29414"
"392","40534"
"392","80704"
"392","89544"
"393","20524"
"393","28434"
"393","33234"
"393","33244"
"393","33274"
"393","40624"
"394","1564"
"394","6244"
"394","19714"
"394","19734"
"394","19824"
"394","19844"
"394","19864"
"394","30564"
"394","34204"
"394","62034"
"394","62744"
"394","69124"
"394","70134"
"394","78324"
"394","87534"
"394","91054"
"395","1561"
"395","1564"
"395","1604"
"395","3072"
"395","6244"
"395","8814"
"395","10344"
"395","12404"
"395","19714"
"395","19734"
"395","19764"
"395","19794"
"395","19824"
"395","19834"
"395","19844"
"395","19854"
"395","19864"
"395","23984"
"395","24734"
"395","26754"
"395","29404"
"395","29414"
"395","30564"
"395","30574"
"395","30754"
"395","34194"
"395","34204"
"395","34404"
"395","34684"
"395","34694"
"395","40534"
"395","43184"
"395","62024"
"395","62034"
"395","62744"
"395","65434"
"395","69124"
"395","69394"
"395","69404"
"395","69424"
"395","69664"
"395","69714"
"395","69824"
"395","70244"
"395","70654"
"395","72184"
"395","74414"
"395","78314"
"395","78324"
"395","78494"
"395","78584"
"395","78924"
"395","78934"
"395","79164"
"395","80334"
"395","80344"
"395","80524"
"395","80604"
"395","80654"
"395","80704"
"395","81184"
"395","81194"
"395","83644"
"395","84074"
"395","86894"
"395","87524"
"395","87534"
"395","89544"
"395","91054"
"395","91854"
"395","92174"
"395","92184"
"398","14311"
"398","34644"
"398","78904"
"399","19714"
"399","30804"
"399","58004"
"399","69124"
"399","70654"
"399","71144"
"399","74414"
"399","91054"
"400","34434"
"400","35084"
"400","35554"
"400","44914"
"400","64474"
"400","74454"
"401","34784"
"402","6054"
"402","35784"
"403","1644"
"403","5554"
"404","9164"
"404","11644"
"404","26874"
"404","35884"
"404","42394"
"404","42414"
"404","42554"
"404","44204"
"404","44354"
"404","57694"
"404","80064"
"406","7251"
"406","63704"
"406","71684"
"406","72754"
"406","77894"
"406","78884"
"406","78894"
"406","80244"
"406","80254"
"406","80274"
"406","80314"
"406","84724"
"406","84734"
"406","84744"
"406","84754"
"406","84764"
"406","84774"
"406","84814"
"406","84824"
"406","84834"
"406","84864"
"406","84874"
"406","84884"
"406","84894"
"406","84904"
"406","84914"
"406","84924"
"406","84934"
"406","84944"
"406","84954"
"406","84964"
"406","84974"
"406","85014"
"407","8023"
"407","13284"
"407","14544"
"407","29964"
"407","30324"
"407","72824"
"408","6494"
"408","6514"
"408","35174"
"408","67014"
"408","75144"
"409","4041"
"409","5444"
"409","6464"
"409","6494"
"409","7604"
"409","7664"
"409","7881"
"409","7984"
"409","9284"
"409","9941"
"409","18904"
"409","36094"
"409","37254"
"409","37264"
"409","43584"
"409","59364"
"409","61854"
"409","75124"
"409","75274"
"409","83524"
"409","84154"
"409","92234"
"410","18704"
"410","25824"
"410","25834"
"410","35484"
"410","65114"
"410","69204"
"410","79804"
"410","87644"
"411","25894"
"413","26194"
"413","36594"
"413","79994"
"414","214"
"414","4514"
"414","4854"
"414","5104"
"414","34914"
"414","37614"
"414","43814"
"414","59764"
"414","60424"
"414","64544"
"414","66814"
"414","74804"
"415","214"
"415","4514"
"415","4854"
"415","34914"
"415","37614"
"415","43814"
"415","59264"
"415","60564"
"415","60874"
"415","66474"
"415","69234"
"415","74674"
"415","74864"
"415","80454"
"415","86724"
"415","86734"
"415","88424"
"415","91154"
"416","164"
"416","2833"
"416","4504"
"416","5304"
"416","18593"
"416","18883"
"416","23153"
"416","26174"
"416","37474"
"416","37484"
"416","60534"
"416","65124"
"416","65134"
"416","65144"
"417","3694"
"417","3704"
"417","4504"
"419","214"
"419","4514"
"419","4854"
"419","34914"
"419","37454"
"419","37614"
"419","43814"
"420","164"
"420","2614"
"420","70284"
"424","34134"
"424","35294"
"424","58894"
"424","61914"
"424","69294"
"424","73024"
"424","74854"
"424","76524"
"424","76544"
"424","80374"
"425","26294"
"425","26304"
"425","28824"
"425","73754"
"425","79314"
"425","87814"
"426","18474"
"426","28794"
"426","35484"
"427","10963"
"427","19074"
"427","23194"
"427","26002"
"427","40414"
"427","63654"
"427","89314"
"428","1644"
"428","4124"
"428","5554"
"428","31794"
"428","35224"
"428","67724"
"430","9714"
"430","36124"
"430","36684"
"432","11444"
"434","8673"
"434","10054"
"434","11994"
"434","12974"
"434","13294"
"434","13934"
"434","25904"
"434","27984"
"434","40314"
"434","40324"
"434","40334"
"434","40354"
"434","78054"
"434","79604"
"434","90474"
"434","91894"
"435","8174"
"435","13784"
"435","31054"
"436","23163"
"436","34844"
"436","89804"
"437","7344"
"437","10044"
"437","12964"
"437","15724"
"437","15734"
"437","15744"
"437","15994"
"437","26674"
"437","31304"
"437","36374"
"437","73924"
"437","79244"
"437","79644"
"437","81574"
"437","81584"
"437","81594"
"437","81604"
"437","81614"
"437","81624"
"437","81654"
"437","81664"
"438","5504"
"438","9073"
"438","12434"
"438","25904"
"438","27184"
"438","58504"
"438","63384"
"438","69904"
"438","79594"
"439","171"
"439","5504"
"439","9073"
"439","11314"
"439","11434"
"439","12434"
"439","12624"
"439","13164"
"439","25904"
"439","26684"
"439","27184"
"439","58504"
"439","63384"
"439","64694"
"439","71064"
"439","79594"
"440","16414"
"440","24923"
"440","36134"
"440","67654"
"440","80014"
"440","83394"
"441","9814"
"441","9854"
"441","46024"
"443","5244"
"443","13834"
"443","30804"
"443","77624"
"443","79764"
"445","10784"
"445","13224"
"446","14464"
"446","14954"
"446","36114"
"446","36354"
"446","39534"
"446","57524"
"446","58014"
"446","78264"
"447","36274"
"447","64644"
"447","91824"
"448","19094"
"448","31664"
"448","39484"
"448","66464"
"448","85054"
"448","91294"
"452","2104"
"452","4484"
"452","7124"
"452","7134"
"452","10564"
"452","20924"
"452","29314"
"452","30404"
"452","32364"
"452","32644"
"452","34264"
"452","36904"
"452","43604"
"452","44674"
"452","57654"
"452","57664"
"452","57914"
"452","57944"
"452","57954"
"452","57964"
"452","57984"
"452","57994"
"452","59014"
"452","63504"
"452","63514"
"452","63524"
"452","63534"
"452","63544"
"452","63554"
"452","71164"
"452","71704"
"452","73934"
"452","73944"
"452","74764"
"452","74964"
"452","75984"
"452","75994"
"452","77964"
"452","77974"
"452","77994"
"452","78014"
"452","78734"
"452","78744"
"452","79024"
"452","79534"
"452","79554"
"452","80744"
"452","81254"
"452","83864"
"452","85844"
"452","86464"
"452","87574"
"453","3191"
"453","10924"
"453","11014"
"453","40474"
"453","40484"
"453","40494"
"453","67124"
"453","67824"
"453","75244"
"453","89144"
"455","11884"
"455","39714"
"455","72614"
"455","91184"
"456","59904"
"456","59914"
"456","59924"
"456","59934"
"456","59944"
"456","59954"
"456","59964"
"456","61014"
"458","59294"
"458","78684"
"458","84564"
"460","16064"
"460","63384"
"461","34144"
"462","10634"
"462","27754"
"463","36364"
"463","73924"
"463","79644"
"464","18343"
"465","3034"
"466","2194"
"466","4504"
"466","26393"
"466","31264"
"466","37184"
"468","214"
"468","4514"
"468","4604"
"468","4854"
"468","34914"
"468","37614"
"468","43814"
"469","4614"
"469","37084"
"469","60194"
"469","62904"
"469","82514"
"469","91124"
"469","92254"
"469","92324"
"470","1623"
"470","4844"
"470","24614"
"470","38524"
"470","71484"
"471","16983"
"471","16993"
"471","37134"
"471","37174"
"472","42674"
"472","70234"
"472","76684"
"472","84424"
"473","2864"
"473","31244"
"473","40184"
"473","84584"
"474","37074"
"475","5644"
"475","7011"
"475","24284"
"475","37104"
"475","39754"
"475","71634"
"475","77594"
"475","79344"
"475","81844"
"475","81854"
"475","81864"
"475","87294"
"476","35354"
"476","35364"
"477","5864"
"477","8603"
"477","37144"
"477","37284"
"477","42194"
"477","65194"
"477","82694"
"478","5384"
"478","81804"
"479","32664"
"480","5891"
"480","37294"
"480","60224"
"481","4424"
"481","67024"
"482","27404"
"482","39534"
"482","81714"
"484","8603"
"484","83574"
"485","9624"
"485","82714"
"485","82734"
"485","83314"
"485","83324"
"485","83404"
"485","83414"
"487","10504"
"487","12834"
"487","27554"
"487","39874"
"487","41994"
"487","82924"
"488","4121"
"488","6422"
"488","13234"
"488","42384"
"488","57794"
"488","78434"
"490","15544"
"490","27884"
"490","61514"
"490","64454"
"490","82624"
"490","84792"
"490","85174"
"493","39924"
"493","39934"
"493","41454"
"493","41464"
"493","41484"
"493","41894"
"493","68154"
"493","80104"
"493","80114"
"493","80124"
"494","10834"
"495","12694"
"495","12704"
"495","37384"
"495","70354"
"496","18704"
"496","29024"
"496","35474"
"496","57634"
"496","69204"
"496","87644"
"497","1764"
"498","1744"
"498","2244"
"498","14784"
"499","7641"
"499","38964"
"499","38974"
"499","38994"
"499","44964"
"499","70524"
"499","70534"
"499","70924"
"499","73104"
"499","91394"
"500","24184"
"501","17974"
"501","79814"
"501","81314"
"501","87674"
"501","87684"
"501","87694"
"502","6524"
"503","9074"
"503","9164"
"503","13664"
"503","13674"
"503","35884"
"503","41604"
"503","44214"
"503","57704"
"503","57904"
"503","58914"
"503","58924"
"503","58934"
"503","58944"
"503","62334"
"503","66324"
"503","67044"
"503","69364"
"503","69374"
"503","69384"
"503","70614"
"503","70624"
"503","70664"
"503","70864"
"503","70934"
"503","70944"
"503","72834"
"503","72854"
"503","72864"
"503","74704"
"503","77554"
"503","77564"
"503","78124"
"503","78144"
"503","78184"
"503","78534"
"503","82284"
"503","82404"
"503","82594"
"503","84344"
"503","84354"
"503","85974"
"503","92274"
"503","92284"
"503","92294"
"503","92584"
"503","92594"
"504","10124"
"506","22344"
"506","34073"
"506","39684"
"506","39694"
"506","43384"
"506","58474"
"506","59084"
"506","67464"
"506","67684"
"506","67694"
"506","68114"
"506","70104"
"506","74134"
"506","74524"
"506","75264"
"506","77824"
"506","78824"
"506","79914"
"506","80224"
"506","80234"
"507","8613"
"507","37644"
"507","37654"
"507","37664"
"507","37674"
"507","37684"
"507","37724"
"507","37734"
"507","38704"
"507","38714"
"507","38824"
"507","44364"
"507","58694"
"507","64084"
"507","67684"
"507","67694"
"507","72804"
"507","73784"
"507","74184"
"507","75644"
"507","77734"
"507","77754"
"507","79934"
"507","80224"
"507","80234"
"507","81554"
"507","82224"
"507","87504"
"508","17154"
"508","17354"
"508","28894"
"508","64734"
"508","79934"
"508","79944"
"508","82114"
"510","9744"
"510","15023"
"510","33684"
"510","33704"
"510","33734"
"510","37654"
"510","43564"
"510","43754"
"510","70124"
"510","76584"
"510","79934"
"510","88944"
"510","90294"
"510","91954"
"511","23784"
"511","31762"
"511","33734"
"511","37654"
"511","37914"
"511","38004"
"511","67954"
"511","76034"
"511","79704"
"513","26393"
"513","31264"
"515","19104"
"515","32894"
"515","82584"
"516","13913"
"519","7621"
"519","38994"
"519","44534"
"519","70554"
"519","91234"
"521","224"
"521","19194"
"521","38354"
"521","39634"
"521","39644"
"521","75094"
"521","78754"
"521","78914"
"522","40094"
"522","40104"
"522","40114"
"522","40124"
"523","274"
"524","514"
"524","19264"
"524","33424"
"524","43954"
"524","62254"
"524","67854"
"524","70134"
"524","70694"
"524","79464"
"524","82434"
"524","84314"
"524","90174"
"525","12384"
"526","10344"
"526","12404"
"526","20164"
"526","41074"
"526","70134"
"527","534"
"527","554"
"527","3414"
"527","11473"
"527","16894"
"527","17524"
"527","17554"
"527","17634"
"527","41084"
"527","41104"
"527","42064"
"527","42204"
"527","42214"
"527","42314"
"527","43304"
"527","58814"
"527","68694"
"527","78844"
"527","80634"
"527","83364"
"527","84674"
"527","92094"
"527","92104"
"527","92114"
"527","92514"
"528","534"
"528","17534"
"528","17634"
"528","17654"
"528","22964"
"528","42224"
"528","58034"
"528","65894"
"528","68694"
"528","91964"
"528","92514"
"529","6104"
"529","55441"
"529","68934"
"530","19334"
"530","40074"
"531","1834"
"531","37314"
"531","37494"
"531","83574"
"531","87364"
"532","32594"
"532","35124"
"532","65864"
"532","87584"
"533","2444"
"533","2454"
"533","7541"
"533","44284"
"533","75334"
"534","23244"
"534","24644"
"534","39164"
"534","39194"
"534","39204"
"534","39214"
"534","44314"
"534","57934"
"535","35234"
"535","38434"
"537","37114"
"537","38854"
"537","38864"
"537","38874"
"537","40164"
"538","19344"
"538","40054"
"538","40064"
"540","19954"
"540","79684"
"543","22774"
"543","25114"
"543","25134"
"543","42164"
"543","58184"
"543","71954"
"544","12633"
"544","76974"
"544","80994"
"544","82764"
"545","24964"
"545","38414"
"545","39624"
"545","71894"
"545","85554"
"545","85564"
"545","88294"
"547","25164"
"547","65424"
"548","13044"
"548","22854"
"548","24404"
"548","32243"
"548","65904"
"548","69044"
"548","74244"
"548","75634"
"548","78354"
"548","79834"
"548","79884"
"548","86994"
"548","87004"
"548","87014"
"548","91074"
"549","4174"
"549","22864"
"549","37674"
"549","38094"
"549","38134"
"549","38274"
"549","60814"
"549","68084"
"549","82604"
"550","13044"
"550","22854"
"550","22864"
"550","37674"
"550","38094"
"550","38134"
"550","65904"
"550","67964"
"550","69044"
"550","74244"
"550","79834"
"550","79884"
"550","82224"
"550","86994"
"550","87004"
"550","87014"
"550","91074"
"551","4964"
"551","4984"
"551","5034"
"551","7971"
"551","10963"
"551","14093"
"551","22064"
"551","23044"
"551","23064"
"551","23134"
"551","23194"
"551","25594"
"551","36174"
"551","36184"
"551","38284"
"551","39794"
"551","40234"
"551","40604"
"551","43964"
"551","43974"
"551","61904"
"551","62104"
"551","62114"
"551","66914"
"551","70974"
"551","77914"
"551","78424"
"551","81144"
"551","86174"
"551","86184"
"551","86194"
"551","91484"
"552","7164"
"552","22074"
"552","37684"
"552","38294"
"552","38304"
"552","38314"
"552","39674"
"552","40174"
"552","60794"
"552","68054"
"552","71024"
"552","71334"
"552","71504"
"552","73784"
"552","79904"
"552","84574"
"552","86474"
"552","87024"
"552","88364"
"552","90134"
"553","224"
"553","19194"
"553","19334"
"553","19344"
"553","23204"
"553","23214"
"553","23344"
"553","23684"
"553","25394"
"553","38354"
"553","38394"
"553","39634"
"553","39644"
"553","39664"
"553","39764"
"553","40054"
"553","40064"
"553","40074"
"553","40084"
"553","40094"
"553","40104"
"553","40114"
"553","40124"
"553","40134"
"553","40144"
"553","40154"
"553","44434"
"553","44444"
"553","44454"
"553","59194"
"553","68184"
"553","68904"
"553","71884"
"553","71904"
"553","71924"
"553","72914"
"553","73604"
"553","73614"
"553","73624"
"553","75094"
"553","78554"
"553","78914"
"553","88894"
"554","224"
"554","16274"
"554","19194"
"554","19414"
"554","23894"
"554","24964"
"554","25404"
"554","38354"
"554","38414"
"554","38434"
"554","39624"
"554","39634"
"554","39644"
"554","58424"
"554","58434"
"554","58444"
"554","59194"
"554","71924"
"554","72914"
"554","74174"
"554","78774"
"554","78914"
"554","88294"
"554","88904"
"555","1791"
"555","26653"
"555","28284"
"555","33624"
"555","38494"
"555","58314"
"555","58694"
"555","84694"
"555","86954"
"555","86964"
"556","25333"
"556","37724"
"556","38534"
"556","38554"
"556","38564"
"556","58364"
"556","68024"
"556","84604"
"557","3954"
"557","20634"
"557","22194"
"557","22684"
"557","38304"
"557","38574"
"557","38604"
"557","38624"
"557","38674"
"557","38694"
"557","38704"
"557","38714"
"557","38734"
"557","38744"
"557","40214"
"557","40254"
"557","41444"
"557","44474"
"557","44484"
"557","58374"
"557","58394"
"557","58404"
"557","58554"
"557","58564"
"557","58574"
"557","64604"
"557","69634"
"557","69644"
"557","70324"
"557","70784"
"557","78694"
"557","79364"
"557","79374"
"557","79384"
"557","79904"
"557","81034"
"557","83954"
"557","85154"
"557","89234"
"558","23234"
"559","38764"
"559","38774"
"559","81524"
"559","89354"
"559","89364"
"564","35514"
"564","38814"
"565","7084"
"565","27074"
"567","23614"
"568","19564"
"569","39044"
"569","39064"
"569","39074"
"569","39084"
"569","71424"
"569","82464"
"569","83704"
"569","84504"
"569","84514"
"569","84524"
"569","87044"
"569","90284"
"570","24644"
"572","27434"
"572","39254"
"572","39264"
"572","39774"
"572","44404"
"572","44824"
"572","58124"
"572","58834"
"572","58844"
"572","58854"
"572","58864"
"572","59444"
"572","61934"
"572","61944"
"572","61964"
"572","62554"
"572","62564"
"572","64614"
"572","64624"
"572","64634"
"572","70184"
"572","80904"
"572","80944"
"572","81054"
"572","81894"
"572","82024"
"572","82524"
"572","82934"
"572","89994"
"572","90004"
"572","90014"
"572","90024"
"572","90354"
"572","90364"
"573","3193"
"573","3233"
"573","10284"
"573","10314"
"573","13104"
"573","13243"
"573","14424"
"573","16281"
"573","19284"
"573","19294"
"573","28364"
"573","28374"
"573","31534"
"573","32464"
"573","36154"
"573","36964"
"573","36974"
"573","36984"
"573","39784"
"573","43854"
"573","44304"
"573","44384"
"573","44394"
"573","57674"
"573","58094"
"573","61424"
"573","62544"
"573","64014"
"573","66234"
"573","67564"
"573","69164"
"573","69654"
"573","70084"
"573","70174"
"573","72044"
"573","81074"
"573","81904"
"573","81914"
"573","81954"
"573","81984"
"573","81994"
"573","82004"
"573","82144"
"573","84494"
"573","85304"
"576","24104"
"576","24954"
"576","39394"
"579","384"
"579","6224"
"579","22904"
"579","23404"
"579","36184"
"579","40254"
"579","40654"
"579","42284"
"579","43394"
"579","44034"
"579","67864"
"579","68174"
"579","78694"
"579","80974"
"579","81104"
"579","85204"
"579","87984"
"580","21864"
"581","25724"
"581","28554"
"581","60344"
"581","65444"
"581","70894"
"581","71244"
"581","81144"
"583","8524"
"584","8464"
"585","1774"
"585","78424"
"587","21064"
"587","24714"
"587","61904"
"587","66914"
"588","40264"
"589","17503"
"589","28934"
"589","57734"
"589","60344"
"589","64734"
"589","70894"
"593","25554"
"595","23974"
"597","17754"
"598","33424"
"598","62254"
"598","79464"
"601","21634"
"601","42454"
"601","75204"
"601","75214"
"601","75744"
"601","76734"
"601","76744"
"601","76754"
"601","76764"
"601","86554"
"601","86564"
"601","86584"
"601","86604"
"601","86614"
"601","88094"
"601","88104"
"601","91574"
"601","91584"
"602","23964"
"602","33464"
"602","33514"
"602","33804"
"603","33454"
"603","33504"
"604","18504"
"604","28994"
"605","41354"
"606","37054"
"607","5244"
"607","8954"
"607","25114"
"607","25904"
"607","34824"
"607","41354"
"607","71284"
"607","74334"
"607","84594"
"607","87664"
"608","9114"
"608","92354"
"609","12563"
"610","18243"
"611","9024"
"612","494"
"612","3314"
"612","17254"
"612","18514"
"612","33474"
"612","33494"
"612","34154"
"612","41844"
"612","43024"
"612","68354"
"612","69874"
"612","74914"
"612","85964"
"612","86384"
"613","37224"
"618","13214"
"619","41114"
"619","41454"
"619","41494"
"619","42504"
"619","82684"
"619","84314"
"620","12464"
"620","35194"
"620","61924"
"621","7424"
"621","83994"
"621","91944"
"622","21634"
"622","42454"
"622","43734"
"622","43744"
"622","65204"
"622","76734"
"622","76744"
"622","76754"
"622","76764"
"622","77414"
"622","77424"
"622","83474"
"622","86534"
"622","86544"
"622","86624"
"622","88094"
"622","88104"
"622","88114"
"622","88124"
"622","91574"
"622","91584"
"623","3224"
"625","20654"
"625","72634"
"625","72644"
"625","85524"
"626","4124"
"626","35224"
"626","42444"
"626","43624"
"626","67724"
"626","75664"
"626","75674"
"627","3274"
"627","22754"
"627","36854"
"627","37664"
"627","41624"
"627","42174"
"627","42244"
"627","44544"
"627","53291"
"627","74904"
"628","14584"
"629","34334"
"631","10644"
"631","36414"
"631","83004"
"633","15564"
"633","27794"
"633","85764"
"633","85774"
"635","41154"
"636","41454"
"636","41894"
"636","42484"
"636","80114"
"636","80124"
"637","27814"
"638","27824"
"639","27834"
"640","16804"
"640","42034"
"640","42044"
"640","42074"
"640","58824"
"640","64764"
"640","75404"
"640","84984"
"640","84994"
"641","23324"
"641","61034"
"641","74424"
"642","89124"
"643","74584"
"644","57494"
"644","62154"
"644","62164"
"648","2724"
"648","7313"
"649","38324"
