"indicationgroupid","indicationid"
"649","58814"
"649","62854"
"649","91804"
"650","26734"
"650","26744"
"651","13284"
"651","30324"
"651","35424"
"651","72824"
"652","7984"
"654","3664"
"654","13504"
"654","43454"
"654","59924"
"655","12554"
"655","36444"
"655","57624"
"655","57644"
"655","69464"
"655","69524"
"655","69534"
"655","79674"
"655","90894"
"656","12544"
"656","36694"
"656","38924"
"656","38944"
"656","57624"
"656","57644"
"656","62094"
"656","62134"
"656","69264"
"656","69274"
"656","69524"
"656","69534"
"657","14174"
"657","32684"
"657","36034"
"657","63694"
"657","69084"
"657","72464"
"657","72474"
"657","72884"
"657","72894"
"657","74594"
"657","82654"
"658","32684"
"659","32914"
"659","86344"
"661","19054"
"661","40684"
"662","3104"
"662","21844"
"662","40434"
"662","40454"
"662","40514"
"662","40564"
"662","60464"
"662","66554"
"662","71104"
"662","71114"
"662","72134"
"662","90754"
"662","90804"
"669","1741"
"669","40674"
"670","41564"
"670","66074"
"670","80394"
"671","40344"
"674","42464"
"674","42474"
"678","29044"
"678","62444"
"678","62454"
"678","62464"
"678","62474"
"678","62484"
"678","62494"
"678","71354"
"678","71364"
"678","74514"
"678","92154"
"678","92164"
"680","41094"
"680","69954"
"680","69964"
"680","69974"
"680","84464"
"680","84474"
"680","90904"
"681","8674"
"681","17401"
"681","42794"
"681","57824"
"681","57834"
"681","58014"
"681","58114"
"681","61594"
"681","68174"
"681","79414"
"681","81094"
"681","83124"
"681","83134"
"681","83154"
"681","83184"
"681","83924"
"681","84304"
"681","85484"
"682","5941"
"682","91424"
"683","24744"
"683","42764"
"683","42814"
"683","59144"
"683","65344"
"683","67294"
"683","71544"
"683","74074"
"683","74614"
"683","74624"
"683","74644"
"683","79794"
"683","83194"
"683","85874"
"684","3191"
"684","16023"
"684","18323"
"684","37064"
"684","39724"
"687","28034"
"687","35914"
"687","77574"
"687","85944"
"687","88074"
"689","21704"
"689","78784"
"690","3314"
"690","24684"
"690","39504"
"690","41424"
"690","42684"
"691","28044"
"691","42234"
"691","84314"
"692","12204"
"692","82534"
"695","454"
"695","34414"
"695","59414"
"698","9604"
"699","22454"
"699","79954"
"700","24984"
"702","1564"
"702","69124"
"702","70244"
"702","70654"
"702","74414"
"702","78924"
"702","78934"
"702","80334"
"702","80344"
"702","84074"
"703","3524"
"704","6044"
"704","29254"
"704","32874"
"704","43824"
"704","59434"
"704","60884"
"704","60894"
"704","61894"
"704","71394"
"704","83494"
"705","9234"
"705","16823"
"705","31234"
"705","33524"
"705","40634"
"705","49501"
"705","63654"
"705","78994"
"705","85444"
"706","16814"
"706","17514"
"707","6664"
"707","21254"
"707","24394"
"707","44144"
"707","48951"
"707","58984"
"707","64484"
"707","66454"
"707","67344"
"707","72784"
"707","80784"
"707","81674"
"707","83814"
"707","85114"
"707","88464"
"707","88514"
"707","88654"
"708","20063"
"709","21704"
"709","24044"
"709","78784"
"709","80394"
"712","20884"
"712","20894"
"712","21324"
"712","40644"
"712","40664"
"712","41954"
"712","43464"
"712","44014"
"712","44024"
"712","44034"
"712","58254"
"712","71234"
"712","88714"
"713","33794"
"714","30761"
"714","45252"
"715","38464"
"715","73894"
"715","90214"
"716","5394"
"716","42394"
"716","42404"
"716","42414"
"716","59854"
"717","3743"
"717","7773"
"717","10434"
"717","60654"
"717","82904"
"717","86164"
"719","28014"
"719","64244"
"720","29604"
"720","29614"
"720","38682"
"721","14854"
"721","32584"
"721","58044"
"721","58244"
"721","60294"
"721","64574"
"721","64584"
"721","64784"
"721","68684"
"721","71464"
"721","71474"
"721","79734"
"722","6914"
"722","7204"
"722","9074"
"722","9164"
"722","9204"
"722","9254"
"722","35884"
"722","36654"
"722","41434"
"722","44174"
"722","57364"
"722","58924"
"722","58944"
"722","61304"
"722","61664"
"722","62174"
"722","62334"
"722","69374"
"722","69384"
"722","70664"
"722","72844"
"722","73114"
"722","78124"
"722","78144"
"722","78184"
"722","78284"
"722","78534"
"722","81234"
"722","86694"
"723","21484"
"723","42294"
"725","6072"
"725","22864"
"725","34301"
"725","37674"
"725","38094"
"725","38134"
"725","43784"
"725","58304"
"725","64684"
"725","69904"
"725","71524"
"725","79094"
"725","81814"
"725","82224"
"728","11854"
"728","70084"
"730","4724"
"733","21464"
"733","23194"
"733","27314"
"733","34114"
"733","40414"
"733","40694"
"734","3454"
"734","13044"
"734","22854"
"734","22864"
"734","33664"
"734","34074"
"734","34084"
"734","34301"
"734","37544"
"734","38134"
"734","44744"
"734","46044"
"734","58304"
"734","65904"
"734","69044"
"734","74224"
"734","74244"
"734","75804"
"734","76064"
"734","78384"
"734","79194"
"734","79254"
"734","79834"
"734","79884"
"734","80674"
"734","84594"
"734","86994"
"734","87004"
"734","87014"
"734","91074"
"736","40574"
"736","40584"
"737","25184"
"737","38934"
"737","57614"
"737","63434"
"737","69264"
"737","69274"
"738","8964"
"738","57901"
"738","77704"
"738","78984"
"738","81134"
"739","12914"
"739","89584"
"739","90034"
"740","13544"
"741","36324"
"741","36424"
"742","16564"
"742","27474"
"742","59944"
"743","23554"
"743","80714"
"744","12613"
"744","19583"
"744","34044"
"744","36914"
"744","88334"
"745","4414"
"745","43674"
"749","19614"
"749","39414"
"754","43644"
"754","83974"
"756","10664"
"757","43874"
"758","33754"
"758","62524"
"758","68584"
"758","79144"
"758","79354"
"758","89174"
"759","13934"
"759","25904"
"759","40314"
"759","40324"
"759","78054"
"759","79604"
"760","44404"
"760","58844"
"760","59444"
"760","64624"
"760","64634"
"760","66374"
"760","66394"
"760","70184"
"760","70204"
"760","70214"
"760","82024"
"761","44554"
"762","61344"
"762","61394"
"762","62304"
"763","44414"
"765","42554"
"765","88134"
"765","88144"
"765","92284"
"765","92294"
"766","44424"
"767","43994"
"769","5134"
"771","44044"
"771","62194"
"772","39374"
"774","36614"
"775","26694"
"776","3974"
"776","36304"
"776","59914"
"777","44724"
"778","27874"
"779","44694"
"780","58134"
"781","14894"
"781","14904"
"781","14914"
"781","78674"
"782","14864"
"1240","14594"
"1240","58594"
"1242","57334"
"1242","57344"
"1243","38334"
"1244","4704"
"1244","15434"
"1244","15444"
"1246","43564"
"1246","43754"
"1246","57444"
"1246","70124"
"1246","76554"
"1246","76584"
"1246","90294"
"1247","57454"
"1248","25082"
"1251","12064"
"1251","39914"
"1252","45004"
"1255","59794"
"1256","73764"
"1257","59894"
"1258","59954"
"1259","3191"
"1259","59974"
"1260","59904"
"1261","17394"
"1261","20994"
"1261","60054"
"1261","66794"
"1261","67104"
"1261","67274"
"1261","79634"
"1261","86324"
"1261","92544"
"1264","60374"
"1265","60384"
"1265","60394"
"1266","38864"
"1266","38874"
"1266","59004"
"1266","61344"
"1266","61394"
"1266","61404"
"1266","61634"
"1266","62304"
"1266","72274"
"1266","74464"
"1266","79504"
"1266","82484"
"1266","83744"
"1267","34114"
"1267","88944"
"1267","90924"
"1268","68464"
"1268","68474"
"1268","69134"
"1268","77614"
"1269","60964"
"1270","5651"
"1270","60994"
"1271","61014"
"1272","10683"
"1272","90584"
"1273","58784"
"1273","61284"
"1274","61264"
"1275","61474"
"1281","61544"
"1292","61804"
"1292","63664"
"1292","63674"
"1296","92564"
"1303","61814"
"1305","62154"
"1305","62164"
"1307","62244"
"1308","62514"
"1313","63484"
"1313","66414"
"1313","70914"
"1313","78814"
"1314","63614"
"1316","64114"
"1317","64144"
"1323","64204"
"1326","13764"
"1326","15494"
"1327","4404"
"1327","7211"
"1327","58784"
"1327","61284"
"1327","66774"
"1327","81304"
"1327","85804"
"1327","86064"
"1328","5041"
"1328","44684"
"1328","62494"
"1328","64334"
"1328","72724"
"1328","76714"
"1328","78984"
"1328","85354"
"1328","89204"
"1329","13323"
"1329","30522"
"1329","88314"
"1330","27783"
"1330","52471"
"1330","64374"
"1330","68804"
"1330","81684"
"1330","86404"
"1331","42154"
"1331","52471"
"1331","61074"
"1331","63334"
"1331","64344"
"1331","64404"
"1331","64424"
"1331","67844"
"1331","68804"
"1331","72334"
"1331","79394"
"1331","80884"
"1331","85364"
"1331","87374"
"1331","89214"
"1331","90344"
"1332","12003"
"1332","12013"
"1332","12023"
"1332","12053"
"1332","64354"
"1332","64364"
"1332","64384"
"1332","64394"
"1332","64414"
"1332","68794"
"1332","87994"
"1332","88214"
"1332","90854"
"1332","90934"
"1332","91274"
"1333","3654"
"1333","12043"
"1333","62494"
"1333","68794"
"1334","61084"
"1334","61154"
"1334","61274"
"1334","82494"
"1334","83484"
"1334","84394"
"1334","84404"
"1334","84614"
"1334","85984"
"1334","86004"
"1334","86014"
"1334","86044"
"1334","87244"
"1334","89104"
"1334","90794"
"1334","91494"
"1334","92624"
"1335","104"
"1335","2983"
"1335","3053"
"1335","13482"
"1335","30524"
"1335","45154"
"1335","61324"
"1335","63064"
"1335","63194"
"1335","63264"
"1335","68414"
"1335","76794"
"1335","82074"
"1335","82454"
"1335","84634"
"1335","85714"
"1335","85724"
"1335","85734"
"1335","85744"
"1335","85754"
"1335","87144"
"1335","87874"
"1335","88634"
"1335","89154"
"1335","89794"
"1335","92614"
"1335","92644"
"1336","1631"
"1336","3013"
"1336","3073"
"1336","17871"
"1336","62944"
"1336","63074"
"1336","63274"
"1336","64564"
"1336","70014"
"1336","71604"
"1336","79234"
"1336","79294"
"1336","84264"
"1336","85004"
"1336","85194"
"1336","85284"
"1336","85294"
"1336","85324"
"1336","85334"
"1336","85894"
"1336","85924"
"1336","85934"
"1336","89064"
"1336","89774"
"1336","89784"
"1336","90774"
"1337","1621"
"1337","1671"
"1337","18001"
"1337","62994"
"1337","63094"
"1337","63284"
"1337","64264"
"1337","64434"
"1337","70014"
"1337","73074"
"1337","75224"
"1337","84374"
"1337","85654"
"1337","85664"
"1337","85674"
"1337","87474"
"1337","88884"
"1337","92374"
"1337","92384"
"1337","92484"
"1338","40854"
"1338","62314"
"1338","86784"
"1338","86794"
"1338","86804"
"1339","1304"
"1339","3083"
"1339","36544"
"1339","64274"
"1339","64294"
"1339","64304"
"1339","64324"
"1339","71614"
"1339","74834"
"1339","77524"
"1339","77654"
"1339","77664"
"1339","79224"
"1339","81694"
"1339","85234"
"1339","85574"
"1339","85584"
"1339","85824"
"1339","86094"
"1339","86104"
"1339","86114"
"1339","86134"
"1339","86504"
"1339","86514"
"1339","86774"
"1339","87464"
"1339","89914"
"1339","91544"
"1339","91554"
"1340","3884"
"1340","60714"
"1340","70874"
"1340","77384"
"1340","77394"
"1340","77644"
"1340","84794"
"1340","86944"
"1340","90624"
"1340","90634"
"1340","90984"
"1340","90994"
"1340","91014"
"1340","91034"
"1340","92604"
"1342","10254"
"1342","59064"
"1342","86024"
"1342","86034"
"1342","88154"
"1342","88164"
"1343","27132"
"1343","62884"
"1343","63104"
"1343","64284"
"1343","67254"
"1343","67264"
"1343","73144"
"1343","73964"
"1343","77604"
"1343","87254"
"1343","87264"
"1343","91114"
"1343","91324"
"1344","17003"
"1344","61134"
"1344","61144"
"1344","61174"
"1344","62934"
"1344","62964"
"1344","63204"
"1344","63314"
"1344","70684"
"1344","81794"
"1344","84454"
"1344","85624"
"1344","85704"
"1345","2904"
"1345","5654"
"1345","5884"
"1345","9493"
"1345","28234"
"1345","31092"
"1345","59234"
"1345","62534"
"1345","62954"
"1345","62994"
"1345","63014"
"1345","63124"
"1345","63234"
"1345","63254"
"1345","72364"
"1345","72574"
"1345","83264"
"1345","83274"
"1345","83284"
"1345","83424"
"1345","90454"
"1345","92604"
"1346","61794"
"1348","2964"
"1348","3754"
"1348","37534"
"1348","40854"
"1348","42184"
"1348","44524"
"1348","58384"
"1348","58644"
"1348","58654"
"1348","58744"
"1348","60754"
"1348","61604"
"1348","64554"
"1348","64564"
"1348","65874"
"1348","66184"
"1348","66194"
"1348","68444"
"1348","69504"
"1348","69734"
"1348","69764"
"1348","71734"
"1348","73874"
"1348","78454"
"1348","84014"
"1348","89574"
"1348","89594"
"1348","89604"
"1348","89774"
"1348","89784"
"1350","64834"
"1351","58794"
"1352","65474"
"1353","65304"
"1353","65314"
"1353","65334"
"1353","68484"
"1354","42254"
"1355","22382"
"1356","7293"
"1358","65824"
"1358","65834"
"1359","4464"
"1359","4474"
"1359","10534"
"1359","10824"
"1359","12543"
"1359","32474"
"1359","32484"
"1359","38334"
"1359","43254"
"1359","43264"
"1359","61824"
"1359","70594"
"1359","72984"
"1359","79074"
"1359","80494"
"1359","81504"
"1359","82974"
"1359","84414"
"1359","86744"
"1359","87564"
"1359","87654"
"1359","88394"
"1359","88404"
"1360","66004"
"1361","66114"
"1368","72774"
"1369","66544"
"1372","18373"
"1372","81154"
"1375","6021"
"1375","10672"
"1375","19493"
"1375","67034"
"1375","68224"
"1375","74504"
"1376","67154"
"1378","2693"
"1378","43384"
"1378","67464"
"1378","70104"
"1378","74134"
"1378","79204"
"1378","82114"
"1378","87444"
"1380","67544"
"1380","76504"
"1380","76514"
"1380","86154"
"1380","90394"
"1380","90404"
"1380","92044"
"1380","92054"
"1381","67554"
"1382","824"
"1382","4924"
"1382","7621"
"1382","7641"
"1382","12474"
"1382","12484"
"1382","12544"
"1382","12554"
"1382","21744"
"1382","22414"
"1382","22464"
"1382","25184"
"1382","34824"
"1382","36444"
"1382","36694"
"1382","36894"
"1382","38914"
"1382","38924"
"1382","38934"
"1382","38944"
"1382","38964"
"1382","38974"
"1382","38994"
"1382","39044"
"1382","39064"
"1382","39074"
"1382","39084"
"1382","44534"
"1382","57464"
"1382","57564"
"1382","57614"
"1382","58664"
"1382","58674"
"1382","58684"
"1382","61174"
"1382","62094"
"1382","62134"
"1382","62184"
"1382","63434"
"1382","64024"
"1382","64624"
"1382","64634"
"1382","65604"
"1382","68574"
"1382","69264"
"1382","69274"
"1382","69464"
"1382","69524"
"1382","69534"
"1382","70524"
"1382","70534"
"1382","70554"
"1382","70794"
"1382","71274"
"1382","71284"
"1382","71424"
"1382","72804"
"1382","73104"
"1382","73804"
"1382","75734"
"1382","79054"
"1382","79514"
"1382","79674"
"1382","81794"
"1382","82464"
"1382","82484"
"1382","83164"
"1382","83434"
"1382","83444"
"1382","83704"
"1382","84504"
"1382","84514"
"1382","84524"
"1382","87044"
"1382","87704"
"1382","87714"
"1382","87724"
"1382","87784"
"1382","87794"
"1382","87804"
"1382","87904"
"1382","88064"
"1382","88084"
"1382","88324"
"1382","89324"
"1382","89334"
"1382","90284"
"1382","90304"
"1382","90384"
"1382","90484"
"1382","90894"
"1382","91234"
"1382","91254"
"1382","91264"
"1382","91384"
"1382","91394"
"1382","92064"
"1382","92074"
"1384","67764"
"1385","67784"
"1386","67804"
"1387","67814"
"1388","67944"
"1390","67914"
"1393","68534"
"1393","74734"
"1393","74744"
"1395","68564"
"1396","68894"
"1398","79814"
"1398","81314"
"1399","59234"
"1399","68934"
"1399","68944"
"1399","83264"
"1399","83274"
"1399","83284"
"1399","83294"
"1399","83424"
"1400","27011"
"1401","69784"
"1402","534"
"1402","69944"
"1402","70844"
"1403","5661"
"1403","91334"
"1404","70154"
"1405","70404"
"1406","11051"
"1407","5091"
"1408","70334"
"1410","71174"
"1410","80674"
"1410","87664"
"1411","71224"
"1412","71254"
"1412","74194"
"1415","9603"
"1415","17264"
"1415","17274"
"1415","82894"
"1415","82904"
"1415","82914"
"1415","90604"
"1416","12422"
"1417","72514"
"1418","72524"
"1419","61954"
"1420","104"
"1420","45154"
"1420","63194"
"1420","73444"
"1420","82454"
"1420","84624"
"1420","84634"
"1420","85714"
"1420","89154"
"1420","92614"
"1421","1631"
"1421","63274"
"1421","64564"
"1421","79234"
"1421","79294"
"1421","84264"
"1421","85004"
"1421","85024"
"1421","85034"
"1421","85194"
"1421","85324"
"1421","85334"
"1421","85894"
"1421","89774"
"1421","89784"
"1422","17871"
"1423","3013"
"1423","71604"
"1423","85924"
"1423","85934"
"1423","89064"
"1423","90774"
"1424","3073"
"1424","62944"
"1424","63074"
"1424","85284"
"1424","85294"
"1425","1671"
"1425","64434"
"1425","87474"
"1426","1621"
"1426","63094"
"1426","64264"
"1426","84374"
"1426","85654"
"1426","85664"
"1426","85674"
"1426","92384"
"1426","92484"
"1427","18001"
"1427","63284"
"1428","30524"
"1428","61324"
"1428","63064"
"1428","76794"
"1428","82074"
"1428","82454"
"1428","84634"
"1428","85734"
"1428","86074"
"1428","87144"
"1429","3053"
"1429","69584"
"1429","80444"
"1429","87874"
"1430","2983"
"1430","63264"
"1430","85724"
"1430","85744"
"1430","85754"
"1430","92644"
"1431","13482"
"1431","85754"
"1431","92644"
"1432","15333"
"1432","18233"
"1432","78444"
"1432","83544"
"1435","73154"
"1435","81464"
"1435","91684"
"1436","44374"
"1436","44834"
"1436","44844"
"1436","72034"
"1436","73504"
"1436","81084"
"1436","90114"
"1436","90124"
"1437","85314"
"1437","88864"
"1437","92394"
"1438","10904"
"1438","16334"
"1438","26174"
"1438","28824"
"1438","29474"
"1438","29524"
"1438","29584"
"1438","29594"
"1438","29604"
"1438","29614"
"1438","30284"
"1438","31334"
"1438","31554"
"1438","31954"
"1438","32144"
"1438","34834"
"1438","34844"
"1438","34914"
"1438","35524"
"1438","35534"
"1438","39834"
"1439","73884"
"1440","74084"
"1449","72584"
"1450","75034"
"1450","78204"
"1452","20424"
"1452","28903"
"1452","61764"
"1453","10963"
"1453","19534"
"1453","20334"
"1453","23194"
"1453","23724"
"1453","36194"
"1453","38284"
"1453","40404"
"1453","40414"
"1453","40424"
"1453","61904"
"1453","64704"
"1453","66914"
"1453","68424"
"1453","68454"
"1453","90174"
"1453","91994"
"1454","74554"
"1454","74564"
"1454","74574"
"1454","74724"
"1454","74784"
"1454","74894"
"1454","78704"
"1454","81044"
"1455","79264"
"1455","79274"
"1455","79284"
"1456","73964"
"1456","75344"
"1456","86674"
"1457","59834"
"1457","83234"
"1457","86644"
"1458","63084"
"1458","68794"
"1459","76964"
"1460","6403"
"1460","77844"
"1461","75444"
"1462","82704"
"1466","77804"
"1466","77834"
"1467","61134"
"1467","62964"
"1467","73874"
"1467","80404"
"1467","85894"
"1469","78524"
"1470","78604"
"1470","78614"
"1471","83104"
"1472","79334"
"1473","18074"
"1473","20844"
"1473","25872"
"1473","34294"
"1473","57364"
"1473","59174"
"1473","61774"
"1473","62894"
"1473","67404"
"1473","69914"
"1473","70834"
"1473","74564"
"1473","80424"
"1473","81204"
"1473","81214"
"1473","83214"
"1473","84324"
"1473","85494"
"1473","86204"
"1473","88814"
"1473","91434"
"1474","2144"
"1474","16611"
"1474","18074"
"1474","20864"
"1474","25872"
"1474","27604"
"1474","34324"
"1474","57364"
"1474","57764"
"1474","58634"
"1474","59174"
"1474","60774"
"1474","60934"
"1474","61774"
"1474","61784"
"1474","62894"
"1474","63464"
"1474","63474"
"1474","67394"
"1474","67434"
"1474","69914"
"1474","70834"
"1474","74364"
"1474","74374"
"1474","74384"
"1474","74544"
"1474","74564"
"1474","74714"
"1474","75254"
"1474","77354"
"1474","77814"
"1474","80424"
"1474","81204"
"1474","81214"
"1474","83214"
"1474","84324"
"1474","85494"
"1474","86204"
"1474","88824"
"1475","80404"
"1476","57484"
"1476","80444"
"1477","80474"
"1478","81484"
"1480","81534"
"1480","90204"
"1481","81644"
"1482","81724"
"1483","87034"
"1484","81764"
"1485","82234"
"1486","44552"
"1487","82274"
"1488","82564"
"1488","91784"
"1489","18483"
"1489","83044"
"1489","83054"
"1489","83064"
"1489","83074"
"1492","84474"
"1493","84464"
"1494","31764"
"1494","47122"
"1494","85694"
"1495","86854"
"1496","87354"
"1497","87454"
"1498","87514"
"1499","87544"
"1500","72364"
"1500","88204"
"1501","88264"
"1502","44044"
"1502","59834"
"1502","62194"
"1502","83234"
"1502","86644"
"1505","90144"
"1505","90154"
"1507","73904"
"1507","90164"
"1508","90184"
"1509","32404"
"1509","72624"
"1510","91244"
"1512","91284"
"1513","92524"
